RelChange,Lat,Long,Depth,GearRegRank,total_biomass,grazers,scrapers,OSDS_Eff,Nuts,Imperv,Sediment,RainMax3dS,WPow975pct,DHW_MAX_2015,CHL_MHW
-25.4807692307692,19.8552772,-155.9347955,11.7,4,8.39106667831927,3.16069612585582,3.80919939094818,115.273587607916,1.14017542509914,50.5924895611987,1.76478959099364,83.23340675474,10.87,11.32,0.448330235429198
50.8379888268156,19.85513547,-155.9341545,7,4,9.72985097522053,6.03572696532903,4.53872228716409,115.273587607916,1.14017542509914,50.5924895611987,1.76478959099364,83.23340675474,9.75,11.32,0.448330235429198
-37.0689655172414,19.85392772,-155.9584434,4.3,6,6.41482657598785,2.4,3.67695526217005,2.23606797749979,0,24.7669134128579,0.562341325190349,33.3271660961445,19.45,11.33,0.353553390593274
-32.9365079365079,19.85339941,-155.9582648,5,6,8.01810451416044,2.88444102037119,5.08625599041181,2.23606797749979,0,24.7669134128579,0.562341325190349,33.3271660961445,19.01,11.33,0.353553390593274
4.74683544303797,19.84395342,-155.9809445,11.7,3,8.28733974204027,2.2113344387496,3.67151195013716,140.854534893272,3.54964786985977,40.8056368655116,2.51013816368927,54.1977859326375,31.94,11.32,0.322490309931942
-26.2773722627737,19.84373583,-155.9806157,6.3,3,7.45251635355468,3.278719262151,3.9560080889705,151.429851746609,4.08656334834051,46.1226625423988,2.80606626329668,61.3783349399444,30.59,11.32,0.322490309931942
-16.7785234899329,19.83444801,-155.9980364,12,3,7.41754676426108,2.85482048472404,3.64005494464026,717.323497454252,7.19722168617863,70.5577777427833,2.48770966527574,68.9615835085013,27.74,11.32,0.324037034920393
-53.9473684210526,19.83415037,-155.9976033,6,3,9.92421281513048,5.37866154354408,2.20454076850486,742.342239132329,7.50999334220743,75.8538067601093,2.49256691521083,71.4415845289003,23.78,11.32,0.324037034920393
-32.2115384615385,19.81344681,-156.0076166,11.7,4,6.27375485654325,3.5213633723318,2.07846096908265,0,5.83952052826257,93.8546748968851,2.1946839935437,55.7422640372635,28.41,11.35,0.313049516849971
-5.28052805280528,19.81315588,-156.0070387,7,4,12.6130884401878,4.22610932182309,3.39411254969543,0,6.02494813255683,97.6662684861053,2.28581280752498,57.0324469052486,27.22,11.35,0.313049516849971
-58.5669781931464,19.79669374,-156.0281404,10.7,4,7.78588466392869,3.61386219991853,2.43926218353009,0,0,18.1356003484858,1.1246826503807,37.3818137601695,33.16,11.51,0.353553390593274
-0.636942675159233,19.79631848,-156.0277422,6.3,4,7.95110055275369,2.99666481275434,4.9598387070549,0,0,18.1356003484858,1.1246826503807,37.3818137601695,30.13,11.51,0.353553390593274
-24.0157480314961,19.78407905,-156.0480076,11.7,4,8.12342292386652,3.47994252826106,1.50332963783729,35.1567916624939,0.316227766016838,27.2506880647076,2.79925261626454,51.5829429172086,34.01,11.51,0.333166624979154
-51.421188630491,19.78396682,-156.0475293,5.7,4,8.717224328879,4.27083130081252,2.32379000772445,37.4566416006561,0.316227766016838,28.8600069300061,3.11704447212306,55.4508791634542,32.52,11.51,0.333166624979154
-69.2592592592593,19.67098346,-156.0303344,11.3,5,9.29569792968769,3.74165738677394,2.17255609824004,332.459020031041,2.56904651573303,136.193612185007,7.23498509419402,100.73926741842,15.24,12.19,0.291547594742265
-31.4606741573034,19.67145553,-156.0295907,4.7,5,9.5236547606473,4.55192267069642,4.63249392876019,353.645302527829,2.75680975041804,142.5808542547,7.58948925957312,105.757742033385,12.28,12.19,0.291547594742265
-31.5352697095436,19.56838343,-155.9693345,12,5,7.6197112806195,3.55387112878337,2.93257565972304,449.959998222064,6.18869937870632,97.3216317166949,7.9437453544996,76.0144723062655,20.43,13.33,0.273861278752583
-12.9032258064516,19.56840472,-155.9690394,6,5,9.5608577021102,5.96908703236936,3.49428104193123,468.697130351787,6.38748776906852,99.5319044326994,8.25249038505886,78.3702749771876,20.43,13.33,0.273861278752583
